
商品UID      SKU                  更新庫存      
8085       GM01134UW17XL        191       
8086       GM01134UW172X        21        
8087       GM01135UW190M        23        
8088       GM01136UW170M        11        
8089       GM01138UW010S        148       
8090       GM01138UW010M        50        
8091       GM01138UW010L        0         
8092       GM01138UW01XL        41        
8093       GM01138UW012X        32        
8094       GM01138UW013X        173       
8095       GM01089UW010S        0         
8096       GM01089UW010M        0         
8097       GM01089UW010L        0         
8098       GM03008SS0900        0         
8099       GM01055UW120M        0         
8100       GM01054UW010S        0         
8101       GM01084UWRD0F        0         
8116       GM01032UW023X        15        
8117       GM01002UW010M        0         
8118       GM01130UW19XL        87        
8119       GM01130UW190L        316       
8120       GM01130UW190M        64        
8121       GM01130UW190S        0         
8134       GM01053BP0102        0         
8136       GM01144UW110S        37        
8138       GM01144UW110M        160       
8140       GM01144UW110L        94        
8142       GM01144UW11XL        21        
8144       GM01145UW040S        72        
8146       GM01145UW040M        145       
8148       GM01145UW040L        88        
8150       GM01145UW04XL        30        
8152       GM01146UWW104        163       
8154       GM01146UWP204        57        
8155       GM01132UW012X        147       
8156       GM01135UW190L        56        
8157       GM01135UW19XL        13        
8158       GM01137UW130M        0         
8159       GM01137UW130L        0         
8160       GM01137UW13XL        1         
8161       GM01137UW132X        11        
8162       GM01135UW192X        22        
8166       GM01140UW080M        19        
8169       GM01140UW080L        30        
8170       GM01140UW08XL        19        
8171       GM01140UW082X        8         
8172       GM01025UW093X        0         
8173       GM01073BP1201        0         
8174       GM01010WL0025        9         
8175       GM01122UWRD0F        153       
8176       GM01026UW153X        0         
8177       GM01058UW170S        0         
8192       GM01092OW010L        0         
8196       GM01147BP1901        32        
8197       GM01130UW192X        16        
8198       GM01130UW193X        28        
8247       GM01031UW013X        16        
8405       GM01069BP0001        0         
8407       GM01149BP1400        0         
8426       GM01139UW230M        44        
8427       GM01139UW230L        1         
8428       GM01139UW23XL        32        
8429       GM01139UW232X        61        
8442       GM01150UW010F        76        
8444       GM01150UW190F        107       
8446       GM20010UW010S        372       
8448       GM20010UW010M        594       
8450       GM20010UW010L        468       
8452       GM20010UW01XL        121       
8454       GM20009UW010M        0         
8456       GM20009UW010L        0         
8458       GM20009UW01XL        0         
8460       GM20008UW01XL        147       
8462       GM20008UW012X        160       
8464       GM20009UW012X        0         
8466       GM20008UW010L        144       
8468       GM20008UW010M        194       
8479       GM01105UW110S        0         
8492       GM01031UW010S        18        
8493       GM01093BP0001        0         
8494       GM01093BP0002        0         
8495       GM01095BP0023        9         
8500       GM01010WL0010        396       
8507       GM01138UW01XS        49        
8537       GM01132UW010S        229       
8539       GM01132UW013X        50        
8541       GM01134UW170S        155       
8542       GM01134UW173X        19        
8544       GM01087UW01XS        146       
8547       GM01087UW010S        276       
8549       GM01087UW013X        19        
8551       GM01129UW170S        116       
8553       GM01129UW173X        20        
8555       GM01126UW010S        112       
8557       GM01126UW013X        151       
8707       GM01067UW102X        0         
8708       GM01067UW10XL        0         
8733       GM01120PS1408        0         
8764       GM01025UW092X        0         
8765       GM01067UW100L        0         
8767       GM20012WU090L        121       
8782       GM20011WU13XL        120       
8784       GM20011WU130L        123       
8786       GM20011WU130M        140       
8788       GM20012WU09XL        133       
8790       GM20012WU090M        83        
8817       GM20015BW0015        51        
8819       GMCO121UW020M        0         
8821       GMCO121UW020L        0         
8823       GMCO121UW02XL        0         
8825       GMCO121UW022X        164       
8842       GM20016BW0008        437       
8844       GM01012PS00          455       
8856       GM11114FTP2XS        1         
8858       GM11114FTP20S        0         
8859       GM11114FTP20M        2         
8862       GM11114FTP20L        2         
8864       GM11114FTP2XL        1         
8866       GM11115FT99XS        1         
8868       GM11115FT990S        0         
8870       GM11115FT990M        2         
8872       GM11115FT990L        2         
8874       GM11115FT99XL        1         
8876       GM11116FT01XS        1         
8878       GM11116FT010S        1         
8880       GM11116FT010M        2         
8882       GM11116FT010L        1         
8884       GM11116FT01XL        1         
8968       GM20017UW0104        0         
8997       GM20018UW010M        0         
